userId,movieId,rating,timestamp
8,27,1.0,1630351150
5,65,5.0,1627118439
5,55,1.0,1614337491
2,12,5.0,1612842681
16,1,5.0,1628533092
15,17,4.0,1610411413
1,15,5.0,1630915247
19,10,5.0,1609726781
16,98,5.0,1613828789
11,95,5.0,1627752710
9,41,3.0,1639087818
2,84,5.0,1611585875
7,97,5.0,1617818714
10,2,5.0,1616919631
18,60,1.0,1638103635
19,42,4.0,1640760210
12,89,2.0,1626512022
11,48,4.0,1628671325
12,34,2.0,1613899820
16,70,4.0,1631375447
8,62,4.0,1617908723
9,43,5.0,1634986524
9,29,4.0,1629895667
4,34,4.0,1614231217
7,84,5.0,1627165819
15,95,3.0,1626229747
17,48,4.0,1640956024
1,11,5.0,1621700313
4,53,2.0,1626746591
20,27,5.0,1611798813
14,89,4.0,1625343495
12,88,2.0,1640280508
19,25,3.0,1610773795
14,26,1.0,1634155617
2,38,2.0,1622340225
16,89,3.0,1615657245
10,27,3.0,1618529956
14,14,4.0,1630574460
18,72,5.0,1623413294
7,40,5.0,1616101869
6,77,4.0,1628541707
19,41,3.0,1638813408
9,58,4.0,1621705856
6,48,3.0,1620888483
17,74,4.0,1619767794
18,92,4.0,1613430159
11,2,3.0,1624377900
19,36,4.0,1637839865
6,65,2.0,1634087436
14,21,3.0,1630142569
2,94,2.0,1618200158
10,42,4.0,1617195036
20,80,4.0,1611283066
19,75,4.0,1613733819
10,59,3.0,1632924228
11,77,4.0,1622366574
11,29,5.0,1615761392
2,99,1.0,1625202015
7,14,1.0,1623839244
6,96,5.0,1611725259
3,99,4.0,1624726794
17,11,5.0,1618019900
3,92,2.0,1622224454
6,53,1.0,1620806399
18,23,3.0,1619569569
20,38,4.0,1614439683
15,36,5.0,1613067270
6,83,3.0,1616525001
17,91,2.0,1621084585
2,91,4.0,1623421362
4,55,1.0,1625674514
10,98,4.0,1613965643
7,11,4.0,1614905845
12,13,4.0,1611765798
7,28,4.0,1631905583
13,64,4.0,1617851668
13,20,4.0,1634447096
13,68,3.0,1623014266
2,45,5.0,1635776334
20,35,3.0,1619156048
2,7,5.0,1632693897
4,6,4.0,1630454286
4,70,2.0,1635933313
